基金代码,基金简称
011159,大成中小盘混合(LOF)C
015559,长江启航混合发起式A
011537,惠升惠益混合C
022116,鑫元致远量化选股混合C
021404,长江汇智量化选股混合发起A
010724,中欧价值成长混合C
014040,民生加银金融优选混合A
019776,鹏华产业精选混合C
007493,朱雀产业臻选混合A
011531,朱雀恒心一年持有混合
160105,南方积极配置混合(LOF)
011778,易方达稳健增长混合C
015104,博道研究恒选混合A
007047,长城核心优势混合A
013637,国投瑞银策略回报混合C
009347,国联价值成长6个月持有混合A
010877,浙商智选先锋一年持有混合C
018469,国富弹性市值混合C
005117,金信价值精选混合A
011957,鹏华新能源精选混合C
007234,博时优势企业灵活配置混合C
012261,广发睿明优质企业混合C
018447,长城价值优选混合C
010887,南方消费升级混合A
012008,易方达稳健回报混合A
013824,汇丰晋信慧悦混合
015072,鑫元专精特新混合C
015102,东方红ESG可持续投资混合A
019741,财通资管创新医药混合C
005118,金信价值精选混合C
020065,西部利得科技创新混合C
019971,融通蓝筹成长混合C
006512,博道卓远混合C
017947,国富港股通远见价值混合C
010159,中银医疗保健混合C
017881,工银精选回报混合A
163503,天治核心成长混合(LOF)
019864,浦银高端装备混合A
020225,创金合信均益量化选股混合C
010693,华夏核心价值混合C
015963,汇安品质优选混合A
009960,银华多元机遇混合
013679,富国信享回报12个月持有混合C
011363,南方兴润价值一年持有混合A
015560,长江启航混合发起式C
013109,华夏优势价值一年持有混合A
014667,工银优质发展混合C
017702,鹏扬均衡成长混合A
023083,东方红慧选成长混合C
233008,大摩消费领航混合
014041,民生加银金融优选混合C
021405,长江汇智量化选股混合发起C
010393,工银健康生活混合A
010350,景顺长城品质长青混合A
400007,东方策略成长混合
012009,易方达稳健回报混合C
002708,大摩健康产业混合A
015511,平安价值领航混合C
011933,工银战略远见混合C
002340,富国价值优势混合A
015105,博道研究恒选混合C
024398,浦银港股通央企红利混合A
009011,华夏睿阳一年持有混合
017114,浦银景气优选混合A
007494,朱雀产业臻选混合C
011695,华泰紫金信息科技主题6个月持有混合发起C
019865,浦银高端装备混合C
011775,格林鑫悦一年持有期混合A
006435,景顺长城创新成长混合
011078,诺德品质消费6个月持有混合
015103,东方红ESG可持续投资混合C
012004,招商价值成长混合C
018152,长城核心优势混合C
019876,广发均衡成长混合A
009878,平安低碳经济混合A
217005,招商先锋混合
014574,鑫元清洁能源混合发起式A
010888,南方消费升级混合C
019913,华夏瑞益混合A1
015964,汇安品质优选混合C
014235,淳厚时代优选混合A
009776,中欧阿尔法混合A
015751,景顺长城品质长青混合C
010599,汇添富高质量成长30一年混合A
010410,长城品质成长混合A
012366,摩根安荣回报混合A
014030,大摩健康产业混合C
009348,国联价值成长6个月持有混合C
010922,朱雀匠心一年持有
009141,宏利价值长青混合A
005295,诺德天富灵活配置混合
017882,工银精选回报混合C
012150,诺德价值发现一年持有混合
011364,南方兴润价值一年持有混合C
022206,富国价值优势混合C
002264,华夏乐享健康混合A
000566,华泰柏瑞创新升级混合A
013767,平安价值回报混合A
260103,景顺长城动力平衡混合
024399,浦银港股通央企红利混合C
009330,鹏华成长价值混合A
006449,浙商汇金量化精选混合A
007306,华泰柏瑞基本面智选A
013110,华夏优势价值一年持有混合C
019334,大成红利汇聚混合A
001747,易方达瑞祺混合A
011776,格林鑫悦一年持有期混合C
011152,国富兴海回报混合A
590005,中邮核心主题混合A
017868,民生加银均衡优选混合A
013771,中加龙头精选混合A
005331,益民优势安享混合A
001558,天弘医疗健康混合A
001955,中欧养老产业混合A
017703,鹏扬均衡成长混合C
009142,宏利价值长青混合C
011389,国都聚成混合
014575,鑫元清洁能源混合发起式C
022336,京管泰富创新动力混合发起A
010394,工银健康生活混合C
019877,广发均衡成长混合C
005680,财通资管价值成长混合A
012367,摩根安荣回报混合C
001748,易方达瑞祺混合C
011259,汇添富高质量成长30一年混合C
003165,鹏华弘嘉混合A
007307,华泰柏瑞基本面智选C
014236,淳厚时代优选混合C
070018,嘉实回报混合
560003,益民创新优势混合A
009777,中欧阿尔法混合C
010405,惠升医药健康6个月持有期混合
011383,富安达医药创新混合A
017600,华夏行业甄选混合A
020282,益民优势安享混合C
016746,浦银光耀优选混合A
040020,华安升级主题混合A
017115,浦银景气优选混合C
012812,国富鑫颐收益混合A
010411,长城品质成长混合C
003166,鹏华弘嘉混合C
023750,国富兴海回报混合C
006049,恒越研究精选混合A/B
015065,华夏乐享健康混合C
017063,申万菱信乐成混合A
010178,大成企业能力驱动混合A
018446,工银领航三年持有混合
017869,民生加银均衡优选混合C
001559,天弘医疗健康混合C
009879,平安低碳经济混合C
021995,南华丰睿量化选股混合A
005681,财通资管价值成长混合C
530012,建信积极配置混合
022337,京管泰富创新动力混合发起C
000924,宝盈先进制造混合A
519139,海富通沪港深混合A
213001,宝盈鸿利收益灵活配置混合A
003095,中欧医疗健康混合A
006202,交银核心资产混合A
024120,中邮核心主题混合C
398051,中海环保新能源混合
019335,大成红利汇聚混合C
022174,海富通沪港深混合D
168301,东海祥龙(LOF)A
010293,华商量化优质精选混合
018329,泉果思源三年持有期混合A
011037,富国长期成长混合A
007192,恒越研究精选混合C
012813,国富鑫颐收益混合C
002190,农银新能源主题A
016747,浦银光耀优选混合C
004048,华夏新锦汇混合A
013768,平安价值回报混合C
022519,东海祥龙(LOF)C
690009,民生加银红利回报混合
160211,国泰中小盘成长混合(LOF)
009331,鹏华成长价值混合C
005270,太平改革红利精选混合
160505,博时主题行业混合(LOF)
010028,华泰柏瑞创新升级混合C
004049,华夏新锦汇混合C
004249,安信中国制造混合A
013772,中加龙头精选混合C
630015,华商大盘量化精选混合
017064,申万菱信乐成混合C
014725,广发成长动力三年持有混合A
000126,招商安润灵活配置混合A
004871,中银金融地产混合A
010179,大成企业能力驱动混合C
022492,金元顺安鑫怡混合发起式A
017601,华夏行业甄选混合C
000294,华安生态优先混合A
005583,易方达港股通红利混合A
012778,中欧养老产业混合C
017827,兴全欣越混合C
016163,万家欣远混合A
014976,华安升级主题混合C
024806,华夏稳健回报混合A
002653,泰康沪港深精选混合
021996,南华丰睿量化选股混合C
011206,创金合信竞争优势混合A
001071,华安媒体互联网混合A
018330,泉果思源三年持有期混合C
021455,农银红利甄选混合A
018484,财通资管医疗保健混合A
020816,湘财红利量化选股混合A
160611,鹏华优质治理混合(LOF)A
003284,中邮医药健康混合A
001382,易方达国企改革混合
012671,嘉实核心蓝筹混合A
012748,华泰柏瑞远见智选混合A
016494,农银新能源主题C
019949,中银价值发现混合发起A
010549,富国均衡策略混合
166801,浙商聚潮新思维混合A
020523,交银核心资产混合C
022173,海富通沪港深混合C
001798,泰康新回报灵活配置混合A
000772,景顺长城中国回报混合A
005395,泓德臻远回报混合
015780,大成ESG责任投资混合发起式A
023094,安信中国制造混合C
015691,富国长期成长混合C
010312,中银金融地产混合C
011338,兴全合远两年持有混合A
022493,金元顺安鑫怡混合发起式C
014131,华泰柏瑞聚优智选一年持有期混合A
688888,浙商聚潮产业成长混合A
000532,景顺长城优势企业混合A
001569,泰信国策驱动灵活配置混合
160106,南方高增长混合(LOF)
014726,广发成长动力三年持有混合C
011588,前海开源成份精选混合
003096,中欧医疗健康混合C
007579,宝盈先进制造混合C
016297,中欧丰泰港股通混合A
000767,华富国泰民安灵活配置混合A
011207,创金合信竞争优势混合C
006396,长信双利优选混合E
007581,宝盈鸿利收益灵活配置混合C
016164,万家欣远混合C
011333,鹏华品质优选混合A
018485,财通资管医疗保健混合C
021456,农银红利甄选混合C
519991,长信双利优选混合A
010551,淳厚欣颐一年持有期混合
006385,华泰保兴研究智选A
019478,中邮医药健康混合C
020817,湘财红利量化选股混合C
024919,易方达港股通红利混合C
023433,金元顺安乾利混合A
004895,华商鑫安灵活混合
012749,华泰柏瑞远见智选混合C
014977,华安生态优先混合C
000251,工银金融地产混合A
011336,兴全汇吉一年持有混合A
019950,中银价值发现混合发起C
001965,圆信永丰兴源灵活配置混合A
024807,华夏稳健回报混合C
006122,华安低碳生活混合A
006366,兴业安保优选混合A
014085,浙商聚潮新思维混合C
013620,华安媒体互联网混合C
001966,圆信永丰兴源灵活配置混合C
019789,鹏华优质治理混合(LOF)C
013531,浙商聚潮产业成长混合C
015398,招商安润灵活配置混合C
014970,华安低碳生活混合C
000684,长盛养老健康混合A
023434,金元顺安乾利混合C
009380,富安达科技领航混合A
020364,博时卓越成长混合A
005706,兴业龙腾双益平衡混合
007141,嘉合稳健增长混合A
013847,华泰柏瑞匠心汇选混合A
002573,建信汇利灵活配置混合
012588,南方港股通优势企业混合A
019199,华富国泰民安灵活配置混合C
163805,中银动态策略混合A
015781,大成ESG责任投资混合发起式C
018995,景顺长城中国回报混合C
002156,长盛盛世混合A
010947,中欧嘉选混合A
012672,嘉实核心蓝筹混合C
011339,兴全合远两年持有混合C
014522,汇添富低碳投资一年持有混合A
014872,嘉实品质蓝筹一年持有混合A
020107,兴业安保优选混合C
009124,华泰保兴科荣混合A
011337,兴全汇吉一年持有混合C
016754,方正富邦均衡精选混合A
006123,国联高股息混合A
009125,华泰保兴科荣混合C
011429,前海开源民裕进取
017170,景顺长城优势企业混合C
017740,鹏华睿见混合A
011431,宏利消费服务混合A
018987,富安达科技领航混合C
257040,国联安红利混合
006386,华泰保兴研究智选C
014132,华泰柏瑞聚优智选一年持有期混合C
020075,财通资管创新成长混合A
021488,长盛养老健康混合C
002157,长盛盛世混合C
020005,国泰金马稳健混合A
010696,工银金融地产混合C
016298,中欧丰泰港股通混合C
020365,博时卓越成长混合C
015365,中银动态策略混合C
018220,广发品质优选混合发起式A
001352,民生加银新战略混合A
011334,鹏华品质优选混合C
010714,东方红远见价值混合A
013993,中欧光熠一年持有混合A
519678,银河消费混合A
000706,中邮多策略灵活配置混合
014523,汇添富低碳投资一年持有混合C
013848,华泰柏瑞匠心汇选混合C
014999,华泰保兴吉年盈混合A
021204,华夏医药量化选股混合A
007880,朱雀产业智选混合A
009693,富国积极成长一年定开混合
007142,嘉合稳健增长混合C
001927,华夏消费升级灵活配置混合A
006124,国联高股息混合C
020076,财通资管创新成长混合C
040004,华安宝利配置混合
001030,天弘云端生活优选混合A
024467,鹏华共赢未来混合A
023939,泉果研究精选混合A
002003,工银新机遇灵活配置混合A
016755,方正富邦均衡精选混合C
011738,华安兴安优选一年持有混合A
022597,富国红利质选混合A
168103,九泰锐益混合(LOF)A
005400,万家潜力价值灵活配置混合A
014686,招商核心装备混合A
016174,汇丰晋信策略优选混合A
008515,国富基本面优选混合A
012075,易方达稳健添利混合A
018221,广发品质优选混合发起式C
009119,广发品质回报混合A
010948,中欧嘉选混合C
014873,嘉实品质蓝筹一年持有混合C
005043,国寿安保健康科学混合A
009649,嘉实精选平衡混合A
012178,银华富饶精选三年持有期混合
011006,工银圆丰三年持有期混合
011432,宏利消费服务混合C
009965,宝盈祥琪混合A
019008,东方红远见领航混合发起A
011460,鹏华创新成长混合A
018184,万家先进制造混合发起式A
011391,民生加银新战略混合C
015127,长城产业成长混合A
016398,九泰锐益混合(LOF)C
090016,大成消费主题混合A
090020,大成健康产业混合A
010296,万家互联互通中国优势A
013757,泰信均衡价值混合A
015589,国泰金马稳健混合C
021205,华夏医药量化选股混合C
002594,工银现代服务业混合A
017537,东方红远见价值混合C
168501,华银产业升级
011282,华夏消费龙头混合A
013886,华商新能源汽车混合A
001457,华商新常态混合A
017741,鹏华睿见混合C
014313,鹏华创新增长一年持有期混合A
017993,方正富邦远见成长混合A
001928,华夏消费升级灵活配置混合C
015462,天弘云端生活优选混合C
023940,泉果研究精选混合C
015000,华泰保兴吉年盈混合C
014615,尚正正鑫混合发起A
012076,易方达稳健添利混合C
012589,南方港股通优势企业混合C
671010,西部利得策略优选混合A
011739,华安兴安优选一年持有混合C
009966,宝盈祥琪混合C
005044,国寿安保健康科学混合C
004341,农银尖端科技混合
015668,银河消费混合C
018377,融通远见价值一年持有期混合A
024794,鑫元医药睿选混合发起式A
000986,太平灵活配置
011635,富国港股通策略精选混合A
021734,国富基本面优选混合C
160627,鹏华策略优选灵活配置混合
009120,广发品质回报混合C
013994,中欧光熠一年持有混合C
008681,鹏华价值成长混合
009650,嘉实精选平衡混合C
013334,鹏华价值远航6个月持有混合A
005401,万家潜力价值灵活配置混合C
002004,工银新机遇灵活配置混合C
024468,鹏华共赢未来混合C
006796,富国消费升级混合A
017773,大成消费主题混合C
400015,东方新能源汽车混合
005368,富国清洁能源产业混合A
007881,朱雀产业智选混合C
016175,汇丰晋信策略优选混合C
530006,建信核心精选混合
005520,国投瑞银创新医疗混合A
530003,建信优选成长混合A
011911,华夏消费优选混合A
013887,华商新能源汽车混合C
002415,融通通盈灵活配置混合
019009,东方红远见领航混合发起C
018185,万家先进制造混合发起式C
021491,中航远见领航混合发起A
080012,长盛电子信息产业混合A
016070,华商新常态混合C
022598,富国红利质选混合C
010297,万家互联互通中国优势C
013758,泰信均衡价值混合C
570006,诺德中小盘混合
162207,宏利效率优选混合(LOF)
011283,华夏消费龙头混合C
018618,中信保诚远见成长混合A
021558,工银现代服务业混合C
016060,大成健康产业混合C
015128,长城产业成长混合C
020645,南方智弘混合A
016064,建信智远先锋混合A
008997,同泰竞争优势混合A
014616,尚正正鑫混合发起C
024795,鑫元医药睿选混合发起式C
001902,前海开源沪港深隆鑫混合C
014687,招商核心装备混合C
011162,博时港股通领先趋势混合A
162607,景顺长城资源垄断混合(LOF)A
002296,长城行业轮动混合A
011461,鹏华创新成长混合C
011567,富国消费升级混合C
018549,金鹰研究驱动混合A
690003,民生加银精选混合
000755,富安达新兴成长混合A
310328,申万菱信新动力混合A
014746,贝莱德港股通远景视野混合A
014214,光大核心资产混合A
021546,国投瑞银创新医疗混合C
007202,天弘优质成长企业A
019054,富国价值成长混合A
013395,华夏新能源车龙头混合发起式A
005596,建信战略精选灵活配置混合A
021857,东方红远见精选混合A
013991,中欧港股通精选一年持有混合A
015100,华泰柏瑞低碳经济智选混合A
014114,广发沪港深医药混合A
011060,西部利得策略优选混合C
014103,富安达成长价值一年持有期混合A
014314,鹏华创新增长一年持有期混合C
017994,方正富邦远见成长混合C
011908,广发沪港深价值精选混合A
020491,万家医药量化选股混合发起式A
016065,建信智远先锋混合C
019777,鹏扬消费量化选股混合A
011127,富国清洁能源产业混合C
018378,融通远见价值一年持有期混合C
008998,同泰竞争优势混合C
001861,富安达健康人生混合A
011636,富国港股通策略精选混合C
018010,长盛电子信息产业混合C
021492,中航远见领航混合发起C
168104,九泰锐丰灵活配置混合(LOF)A
011912,华夏消费优选混合C
017034,中信建投科技主题6个月持有混合A
018619,中信保诚远见成长混合C
020646,南方智弘混合C
013335,鹏华价值远航6个月持有混合C
011479,广发诚享混合A
001801,汇添富达欣混合A
008227,宝盈研究精选混合A
000120,中银美丽中国混合A
014471,富安达新兴成长混合C
012434,银华多元回报一年持有期混合
006718,国融融盛龙头严选混合A
022734,申万菱信新动力混合C
006601,国融融泰灵活配置混合A
015460,天弘优质成长企业C
009057,博时科技创新混合A
005250,银华估值优势混合
168111,九泰锐丰灵活配置混合(LOF)C
023262,景顺长城资源垄断混合(LOF)C
008370,国泰研究精选两年持有混合
014747,贝莱德港股通远景视野混合C
014215,光大核心资产混合C
001392,国富金融地产混合A
001940,农银现代农业加
014115,广发沪港深医药混合C
021858,东方红远见精选混合C
016818,鹏华睿进一年持有期混合A
005597,建信战略精选灵活配置混合C
019328,国泰金盛回报混合A
011909,广发沪港深价值精选混合C
013484,长城行业轮动混合C
018550,金鹰研究驱动混合C
012159,财通资管健康产业混合A
006602,国融融泰灵活配置混合C
015101,华泰柏瑞低碳经济智选混合C
019055,富国价值成长混合C
004263,华安沪港深机会灵活配置混合
006719,国融融盛龙头严选混合C
206007,鹏华消费优选混合
014104,富安达成长价值一年持有期混合C
014470,富安达健康人生混合C
013396,华夏新能源车龙头混合发起式C
020492,万家医药量化选股混合发起式C
012342,广发瑞泽精选混合A
011163,博时港股通领先趋势混合C
017035,中信建投科技主题6个月持有混合C
005176,富国精准医疗混合A
011480,广发诚享混合C
019778,鹏扬消费量化选股混合C
021015,长江旭日混合A
002165,汇添富达欣混合C
001901,前海开源沪港深隆鑫混合A
012586,南方港股创新视野一年持有混合A
003238,新华外延增长主题灵活配置混合
014412,招商核心竞争力混合A
011312,东方红启瑞三年持有混合B
008228,宝盈研究精选混合C
021476,银河ESG主题混合发起式A
001056,华银健康生活主题灵活配置
012967,广发行业严选三年持有期混合A
013992,中欧港股通精选一年持有混合C
019624,泉果嘉源三年持有期混合A
519779,交银沪港深价值精选混合
011058,景顺长城成长龙头一年持有混合A
009058,博时科技创新混合C
012160,财通资管健康产业混合C
024683,东海价值臻选混合A
001393,国富金融地产混合C
519651,银河转型混合A
009880,安信成长动力一年持有混合
018309,招商社会责任混合A
014466,工银行业优选混合A
016119,华富时代锐选混合A
015285,国投瑞银产业转型一年持有混合A
021202,汇添富均衡回报混合发起式A
970067,兴证资管金麒麟消费升级混合A
011169,建信臻选混合
012343,广发瑞泽精选混合C
001448,华商双翼平衡混合A
012057,鹏华品质成长混合A
020086,鹏华智投数字经济混合A
021016,长江旭日混合C
019329,国泰金盛回报混合C
002728,华富益鑫灵活配置混合A
014754,华安景气优选混合A
012227,景顺长城港股通全球竞争力A
012968,广发行业严选三年持有期混合C
018209,富国精准医疗混合C
019625,泉果嘉源三年持有期混合C
010090,中信建投医药健康A
016819,鹏华睿进一年持有期混合C
006568,国联安行业领先混合
210002,金鹰红利价值混合A
012587,南方港股创新视野一年持有混合C
000649,长城久鑫混合A
019987,万家红利量化选股混合发起式A
016120,华富时代锐选混合C
011626,嘉实匠心回报混合A
022879,汇泉均衡智选混合A
002729,华富益鑫灵活配置混合C
021477,银河ESG主题混合发起式C
002176,华商双翼平衡混合C
016588,富国融甄混合A
018139,中金先进制造混合A
519664,银河美丽混合A
011059,景顺长城成长龙头一年持有混合C
009138,嘉实瑞成两年持有期混合A
001325,鹏华弘和混合A
005445,华宝价值发现混合A
970069,兴证资管金麒麟消费升级混合C
001068,国新国证新锐A
014413,招商核心竞争力混合C
001326,鹏华弘和混合C
530001,建信恒久价值混合
014467,工银行业优选混合C
021203,汇添富均衡回报混合发起式C
018310,招商社会责任混合C
017762,银河转型混合C
012228,景顺长城港股通全球竞争力C
015286,国投瑞银产业转型一年持有混合C
020493,富达悦享红利优选混合A
010437,嘉实竞争力优选混合A
024684,东海价值臻选混合C
020087,鹏华智投数字经济混合C
001709,华富物联世界灵活配置混合A
014755,华安景气优选混合C
022880,汇泉均衡智选混合C
012225,嘉实优势精选混合A
003513,中邮消费升级灵活配置混合A
270021,广发聚瑞混合A
012437,德邦价值优选混合A
010608,华泰柏瑞质量领先混合A
019988,万家红利量化选股混合发起式C
012058,鹏华品质成长混合C
002662,前海开源沪港深大消费混合A
009139,嘉实瑞成两年持有期混合C
350005,天治中国制造2025
012067,嘉实蓝筹优势混合A
001417,汇添富医疗服务灵活配置混合A
009664,汇添富医疗积极成长一年持有混合A
017461,长城久鑫混合C
016563,金鹰红利价值混合C
001127,中银宏观策略混合A
024224,国新国证新锐C
012888,工银兴瑞一年持有期混合A
018140,中金先进制造混合C
002663,前海开源沪港深大消费混合C
006274,圆信永丰医药健康A
016589,富国融甄混合C
010438,嘉实竞争力优选混合C
163001,长信医疗保健混合(LOF)A
011856,安信均衡成长18个月持有混合A
163801,中银中国混合(LOF)A
010091,中信建投医药健康C
019213,华富物联世界灵活配置混合C
016067,鹏华新能源汽车混合A
022693,恒生前海港股通价值混合A
015614,华宝价值发现混合C
023096,中邮消费升级灵活配置混合C
023103,圆信永丰医药健康C
011627,嘉实匠心回报混合C
010026,广发聚瑞混合C
003378,泰康策略优选混合
018204,金信优质成长混合A
519772,交银新生活力灵活配置混合A
020494,富达悦享红利优选混合C
005493,鑫元价值精选混合A
019392,嘉实匠心严选混合A
014420,中欧成长领航一年持有混合A
015807,中银宏观策略混合C
217012,招商行业领先混合A
012226,嘉实优势精选混合C
003940,银华盛世精选灵活配置混合发起式A
001694,华安沪港深外延增长灵活配置混合A
008786,长城健康生活混合A
013154,长信医疗保健混合(LOF)C
017303,华安景气领航混合A
519665,银河美丽混合C
014177,华安景气驱动一年持有混合A
014537,中银中国混合(LOF)C
012987,嘉合锦明混合A
015121,汇添富医疗服务灵活配置混合C
022694,恒生前海港股通价值混合C
050026,博时医疗保健行业混合A
012068,嘉实蓝筹优势混合C
009098,景顺长城价值领航两年持有
008353,宏利消费量化混合A
011857,安信均衡成长18个月持有混合C
210005,金鹰主题优势混合
110023,易方达医疗保健行业混合A
012438,德邦价值优选混合C
012889,工银兴瑞一年持有期混合C
010609,华泰柏瑞质量领先混合C
006879,华安智能生活混合A
013326,万家景气驱动混合A
014141,大成新能源混合发起式A
016068,鹏华新能源汽车混合C
009665,汇添富医疗积极成长一年持有混合C
010874,泰康品质生活混合A
005494,鑫元价值精选混合C
001371,富国沪港深价值混合A
014047,银华盛世精选灵活配置混合发起式C
020445,金信优质成长混合C
019393,嘉实匠心严选混合C
008891,安信价值成长混合A
002685,中欧丰泓沪港深混合A
010740,汇安核心价值混合A
008354,宏利消费量化混合C
270050,广发新经济混合A
002649,民生智造2025灵活配置混合
012234,华安聚弘精选混合A
002945,大成盛世精选混合A
017991,华泰柏瑞致远混合A
233001,大摩基础行业混合
005197,工银沪港深精选混合A
017304,华安景气领航混合C
014972,华安沪港深外延增长灵活配置混合C
000511,国泰国策驱动灵活配置混合A
014142,大成新能源混合发起式C
005198,工银沪港深精选混合C
012988,嘉合锦明混合C
019818,长城健康生活混合C
014178,华安景气驱动一年持有混合C
019020,易方达医疗保健行业混合C
014421,中欧成长领航一年持有混合C
002062,国泰国策驱动灵活配置混合C
011895,博时医疗保健行业混合C
013327,万家景气驱动混合C
000757,华富智慧城市灵活配置混合A
070011,嘉实策略混合
025022,浦银医疗创新混合A
009468,博时健康成长双周定期可赎回混合A
008861,西部利得港股通新机遇混合A
008892,安信价值成长混合C
590002,中邮核心成长混合A
005585,银河文体娱乐混合A
001209,前海开源一带一路混合A
010875,泰康品质生活混合C
013621,华安智能生活混合C
018242,万家颐德一年持有期混合A
010134,广发新经济混合C
001197,长盛转型升级主题灵活配置混合
002844,金鹰多元策略混合A
010093,西部利得港股通新机遇混合C
002408,中信建投医改混合A
014841,东方阿尔法医疗健康混合发起A
002080,前海开源一带一路混合C
019201,大成盛世精选混合C
008359,华安医疗创新混合A
002989,融通通乾研究精选灵活配置混合A
004351,汇丰晋信珠三角区域发展混合
011131,富国沪港深价值混合C
710001,富安达优势成长混合A
015514,方正富邦鑫诚12个月持有混合A
017199,广发ESG责任投资混合A
005354,富国沪港深行业精选混合A
012235,华安聚弘精选混合C
009704,南方景气驱动混合A
018159,国泰创新医疗混合发起A
020486,华富智慧城市灵活配置混合C
025023,浦银医疗创新混合C
010783,德邦沪港深龙头混合A
008371,华安汇智精选两年持有混合
004206,华商元亨混合A
011248,嘉实品质回报混合
002686,中欧丰泓沪港深混合C
010741,汇安核心价值混合C
013550,汇添富品牌价值一年持有混合A
024108,中邮核心成长混合C
001716,工银新趋势灵活配置混合A
017992,华泰柏瑞致远混合C
020022,国泰策略价值灵活配置混合
012770,光大创新生活混合A
007553,中信建投医改混合C
014327,格林新兴产业混合A
021305,中欧品质精选混合A
024667,富安达优势成长混合C
018243,万家颐德一年持有期混合C
015856,格林碳中和主题混合A
018052,鹏扬医疗健康混合A
005537,中航新起航灵活配置混合A
010784,德邦沪港深龙头混合C
260104,景顺长城内需增长混合A
003598,华商润丰灵活配置混合A
007381,国融融信消费严选混合A
011114,富国沪港深行业精选混合C
014842,东方阿尔法医疗健康混合发起C
005538,中航新起航灵活配置混合C
009825,融通通乾研究精选灵活配置混合C
007509,华商润丰灵活配置混合C
017200,广发ESG责任投资混合C
013483,华安医疗创新混合C
213006,宝盈核心优势混合A
018160,国泰创新医疗混合发起C
020162,华安睿信优选混合A
019053,华商元亨混合C
009469,博时健康成长双周定期可赎回混合C
015667,银河文体娱乐混合C
007382,国融融信消费严选混合C
018130,博时ESG量化选股混合A
021306,中欧品质精选混合C
009705,南方景气驱动混合C
010656,华商均衡30
002604,华夏新起点混合A
012086,博时健康生活混合A
025287,恒生前海匠心精选混合A
008131,景顺长城竞争优势混合
015857,格林碳中和主题混合C
001320,工银丰盈回报灵活配置混合A
014328,格林新兴产业混合C
001997,工银新趋势灵活配置混合C
013551,汇添富品牌价值一年持有混合C
016166,万家颐远均衡一年持有混合发起A
015515,方正富邦鑫诚12个月持有混合C
009007,兴全沪港深两年持有混合
012079,信澳新能源精选混合A
012526,广发盛锦混合A
013461,鹏扬成长先锋混合A
023263,景顺长城内需增长混合C
952035,国泰海通君得诚混合
007959,方正富邦天恒混合A
000241,宝盈核心优势混合C
009714,华安聚优精选混合
003581,前海联合国民健康混合A
002132,广发鑫享灵活配置混合A
020163,华安睿信优选混合C
012087,博时健康生活混合C
018053,鹏扬医疗健康混合C
007533,格林创新成长混合A
002919,东吴智慧医疗量化混合A
011201,财通优势行业轮动混合A
005701,摩根香港精选港股通混合A
008213,华夏新起点混合C
004266,招商沪港深科技创新混合A
350002,天治低碳经济混合
270041,广发消费品精选混合A
013347,工银丰盈回报灵活配置混合C
007960,方正富邦天恒混合C
025288,恒生前海匠心精选混合C
008712,景顺长城品质成长混合A
000124,华宝服务优选混合
007460,华安成长创新混合A
016167,万家颐远均衡一年持有混合发起C
016375,招商裕泰混合
004223,金信多策略精选混合A
013462,鹏扬成长先锋混合C
012527,广发盛锦混合C
014840,招商裕华混合
398001,中海优质成长混合
015289,格林高股息优选混合A
018131,博时ESG量化选股混合C
007111,前海联合国民健康混合C
010220,海富通消费核心混合A
010754,招商沪港深科技创新混合C
004211,金鹰周期优选混合A
020624,信澳新能源精选混合C
017721,华夏汽车产业混合A
024044,东方红港股通价值优选混合发起A
018551,宏利医药健康混合发起A
011948,东吴智慧医疗量化混合C
011903,南方领航优选混合A
008060,景顺长城价值边际灵活配置混合A
015322,广发鑫享灵活配置混合C
010022,广发消费品精选混合C
007481,华夏逸享健康混合A
005409,华泰柏瑞新兴产业混合A
019760,中信建投质选成长混合发起式A
017977,信澳优享生活混合A
008985,东方红启东三年持有混合
021985,财通资管先进制造混合发起式A
015290,格林高股息优选混合C
016921,摩根香港精选港股通混合C
012344,嘉实领先优势混合A
018552,宏利医药健康混合发起C
015775,景顺长城品质成长混合C
016099,华安成长创新混合C
019783,华安健康主题混合A
007534,格林创新成长混合C
020592,金信多策略精选混合C
005517,富国新趋势灵活配置混合A
011202,财通优势行业轮动混合C
009619,博时女性消费主题混合A
017181,大成至诚鑫选混合A
004260,德邦稳盈增长灵活配置混合A
014859,大成慧心优选一年持有混合A
015779,景顺长城价值边际灵活配置混合C
000083,汇添富消费行业混合
024045,东方红港股通价值优选混合发起C
017973,易方达港股通优质增长混合A
018364,银华医疗健康混合A
019748,金鹰周期优选混合C
019761,中信建投质选成长混合发起式C
002020,国都创新驱动
011904,南方领航优选混合C
002567,大成国家安全主题灵活配置混合A
021986,财通资管先进制造混合发起式C
000634,富国天盛灵活配置基金
006240,国联医疗健康混合A
017722,华夏汽车产业混合C
011335,银河医药混合A
010221,海富通消费核心混合C
015066,华夏逸享健康混合C
012345,嘉实领先优势混合C
001276,建信新经济灵活配置混合
009620,博时女性消费主题混合C
009362,招商丰盈积极配置混合A
017182,大成至诚鑫选混合C
017978,信澳优享生活混合C
014860,大成慧心优选一年持有混合C
006241,国联医疗健康混合C
005518,富国新趋势灵活配置混合C
019705,鹏扬消费主题混合发起式A
001294,新华战略新兴产业灵活配置混合
018463,德邦稳盈增长灵活配置混合C
018365,银华医疗健康混合C
010032,华泰柏瑞新兴产业混合C
019784,华安健康主题混合C
519710,交银策略回报灵活配置混合
017974,易方达港股通优质增长混合C
012143,新沃内需增长混合A
